Year,"Geographic
Region",State of Death,Group Method,Method,Suicides,"Group
Percentage"
2010,South,Alabama,General Population Method,Firearms,444,67.3
2010,South,Arkansas,General Population Method,Firearms,259,59.3
2010,South,Delaware,General Population Method,Firearms,43,41.0
2010,South,District Of Columbia,General Population Method,Firearms,13,32.5
2010,South,Florida,General Population Method,Firearms,1438,52.3
2010,South,Georgia,General Population Method,Firearms,701,63.6
2010,South,Kentucky,General Population Method,Firearms,393,63.8
2010,South,Louisiana,General Population Method,Firearms,373,69.1
2010,South,Maryland,General Population Method,Firearms,219,44.7
2010,South,Mississippi,General Population Method,Firearms,251,66.1
2010,South,North Carolina,General Population Method,Firearms,699,60.7
2010,South,Oklahoma,General Population Method,Firearms,362,60.5
2010,South,South Carolina,General Population Method,Firearms,388,62.5
2010,South,Tennessee,General Population Method,Firearms,574,62.3
2010,South,Texas,General Population Method,Firearms,1670,59.3
2010,South,Virginia,General Population Method,Firearms,568,60.4
2010,South,West Virginia,General Population Method,Firearms,208,75.4
2010,West,All,General Population Method,Firearms,4606,47.5
2010,West,Alaska,General Population Method,Firearms,99,65.1
2010,West,Arizona,General Population Method,Firearms,613,57.4
2010,West,California,General Population Method,Firearms,1469,38.5
2010,West,Colorado,General Population Method,Firearms,419,49.9
2010,West,Hawaii,General Population Method,Firearms,37,18.2
2010,West,Idaho,General Population Method,Firearms,174,62.6
2010,West,Montana,General Population Method,Firearms,137,62.8
2010,West,Nevada,General Population Method,Firearms,285,52.9
2010,West,New Mexico,General Population Method,Firearms,199,50.5
2010,West,Oregon,General Population Method,Firearms,375,55.2
2010,West,Utah,General Population Method,Firearms,268,59.4
2010,West,Washington,General Population Method,Firearms,452,48.5
2010,West,Wyoming,General Population Method,Firearms,79,62.7
2011,Northeast,All,Veteran Method,Firearms,466,56.5
2011,Northeast,Connecticut,Veteran Method,Firearms,26,47.3
2011,Northeast,Maine,Veteran Method,Firearms,32,65.3
2011,Northeast,Massachusetts,Veteran Method,Firearms,29,40.8
2011,Northeast,New Hampshire,Veteran Method,Firearms,15,46.9
2011,Northeast,New Jersey,Veteran Method,Firearms,34,45.9
2011,Northeast,New York,Veteran Method,Firearms,123,53.7
2011,Northeast,Pennsylvania,Veteran Method,Firearms,178,66.2
2011,Midwest,All,Veteran Method,Firearms,840,63.9
2011,Midwest,Illinois,Veteran Method,Firearms,100,64.1
2011,Midwest,Indiana,Veteran Method,Firearms,80,60.6
2011,Midwest,Iowa,Veteran Method,Firearms,40,51.3
2011,Midwest,Kansas,Veteran Method,Firearms,45,76.3
2011,Midwest,Michigan,Veteran Method,Firearms,130,67.7
2011,Midwest,Minnesota,Veteran Method,Firearms,70,64.2
2011,Midwest,Missouri,Veteran Method,Firearms,103,71.0
2011,Midwest,North Dakota,Veteran Method,Firearms,11,50.0
2011,Midwest,Ohio,Veteran Method,Firearms,157,63.1
2011,Midwest,South Dakota,Veteran Method,Firearms,11,47.8
2011,Midwest,Wisconsin,Veteran Method,Firearms,61,55.5
2011,South,All,Veteran Method,Firearms,1926,72.4
2011,South,Alabama,Veteran Method,Firearms,98,77.2
2011,South,Arkansas,Veteran Method,Firearms,61,73.5
2011,South,Florida,Veteran Method,Firearms,362,66.3
2011,South,Georgia,Veteran Method,Firearms,146,75.6
2011,South,Kentucky,Veteran Method,Firearms,91,79.1
2011,South,Louisiana,Veteran Method,Firearms,59,72.0
2011,South,Maryland,Veteran Method,Firearms,58,63.7
2011,South,North Carolina,Veteran Method,Firearms,152,75.2
2011,South,Oklahoma,Veteran Method,Firearms,91,71.7
2011,South,South Carolina,Veteran Method,Firearms,96,77.4
2011,South,Tennessee,Veteran Method,Firearms,119,73.5
2011,South,Texas,Veteran Method,Firearms,352,72.0
2011,South,Virginia,Veteran Method,Firearms,132,73.7
2011,South,West Virginia,Veteran Method,Firearms,48,80.0
2011,West,All,Veteran Method,Firearms,1085,66.3
2011,West,Arizona,Veteran Method,Firearms,167,80.3
2011,West,California,Veteran Method,Firearms,355,59.6
2011,West,Colorado,Veteran Method,Firearms,90,63.8
2011,West,Hawaii,Veteran Method,Firearms,11,45.8
2011,West,Idaho,Veteran Method,Firearms,45,77.6
2011,West,Montana,Veteran Method,Firearms,44,74.6
2011,West,Nevada,Veteran Method,Firearms,53,65.4
2011,West,New Mexico,Veteran Method,Firearms,54,77.1
2011,West,Oregon,Veteran Method,Firearms,91,65.5
2011,West,Utah,Veteran Method,Firearms,33,61.1
2011,West,Washington,Veteran Method,Firearms,106,65.4
2011,Northeast,All,General Population Method,Firearms,2020,36.4
2011,Northeast,Connecticut,General Population Method,Firearms,109,30.2
2011,Northeast,Maine,General Population Method,Firearms,113,48.7
2011,Northeast,Massachusetts,General Population Method,Firearms,114,20.1
2011,Northeast,New Hampshire,General Population Method,Firearms,74,38.3
2011,Northeast,New Jersey,General Population Method,Firearms,174,26.2
2011,Northeast,New York,General Population Method,Firearms,489,30.4
2011,Northeast,Pennsylvania,General Population Method,Firearms,861,50.5
2011,Northeast,Rhode Island,General Population Method,Firearms,20,20.6
2011,Northeast,Vermont,General Population Method,Firearms,66,56.9
2011,Midwest,All,General Population Method,Firearms,3930,48.5
2011,Midwest,Illinois,General Population Method,Firearms,451,38.2
2011,Midwest,Indiana,General Population Method,Firearms,402,46.8
2011,Midwest,Iowa,General Population Method,Firearms,179,44.4
2011,Midwest,Kansas,General Population Method,Firearms,225,59.1
2011,Midwest,Michigan,General Population Method,Firearms,601,51.1
2011,Midwest,Minnesota,General Population Method,Firearms,312,47.6
2011,Midwest,Missouri,General Population Method,Firearms,502,55.3
2011,Midwest,Nebraska,General Population Method,Firearms,108,57.8
2011,Midwest,North Dakota,General Population Method,Firearms,49,49.5
2011,Midwest,Ohio,General Population Method,Firearms,707,50.1
2011,Midwest,South Dakota,General Population Method,Firearms,58,47.9
2011,Midwest,Wisconsin,General Population Method,Firearms,336,47.0
2011,South,All,General Population Method,Firearms,8888,59.7
2011,South,Alabama,General Population Method,Firearms,447,69.7
2011,South,Arkansas,General Population Method,Firearms,293,64.8
2011,South,Delaware,General Population Method,Firearms,45,45.5
2011,South,Florida,General Population Method,Firearms,1473,52.1
2011,South,Georgia,General Population Method,Firearms,734,64.7
2011,South,Kentucky,General Population Method,Firearms,448,67.6
2011,South,Louisiana,General Population Method,Firearms,368,66.4
2011,South,Maryland,General Population Method,Firearms,235,43.3
2011,South,Mississippi,General Population Method,Firearms,262,69.3
2011,South,North Carolina,General Population Method,Firearms,719,60.4
2011,South,Oklahoma,General Population Method,Firearms,432,63.9
2011,South,South Carolina,General Population Method,Firearms,414,64.8
2011,South,Tennessee,General Population Method,Firearms,586,62.3
2011,South,Texas,General Population Method,Firearms,1636,58.7
2011,South,Virginia,General Population Method,Firearms,593,57.9
2011,South,West Virginia,General Population Method,Firearms,197,65.4
2011,West,All,General Population Method,Firearms,4699,47.7
2011,West,Alaska,General Population Method,Firearms,98,69.5
2011,West,Arizona,General Population Method,Firearms,662,59.1
2011,West,California,General Population Method,Firearms,1540,39.4
2011,West,Colorado,General Population Method,Firearms,429,48.6
2011,West,Hawaii,General Population Method,Firearms,40,22.9
2011,West,Idaho,General Population Method,Firearms,157,59.0
2011,West,Montana,General Population Method,Firearms,147,64.8
2011,West,Nevada,General Population Method,Firearms,255,51.7
2011,West,New Mexico,General Population Method,Firearms,211,52.8
2011,West,Oregon,General Population Method,Firearms,335,52.5
2011,West,Utah,General Population Method,Firearms,261,53.9
2011,West,Washington,General Population Method,Firearms,484,48.8
2011,West,Wyoming,General Population Method,Firearms,80,63.0
2012,Northeast,All,Veteran Method,Firearms,406,54.6
2012,Northeast,Connecticut,Veteran Method,Firearms,22,50.0
2012,Northeast,Maine,Veteran Method,Firearms,23,60.5
2012,Northeast,Massachusetts,Veteran Method,Firearms,29,41.4
2012,Northeast,New Hampshire,Veteran Method,Firearms,20,58.8
2012,Northeast,New Jersey,Veteran Method,Firearms,35,52.2
2012,Northeast,New York,Veteran Method,Firearms,97,50.3
2012,Northeast,Pennsylvania,Veteran Method,Firearms,169,61.5
2012,Midwest,All,Veteran Method,Firearms,902,66.0
2012,Midwest,Illinois,Veteran Method,Firearms,111,60.7
2012,Midwest,Indiana,Veteran Method,Firearms,108,69.2
2012,Midwest,Iowa,Veteran Method,Firearms,33,61.1
2012,Midwest,Kansas,Veteran Method,Firearms,49,67.1
2012,Midwest,Michigan,Veteran Method,Firearms,110,66.3
2012,Midwest,Minnesota,Veteran Method,Firearms,74,62.2
2012,Midwest,Missouri,Veteran Method,Firearms,137,79.7
2012,Midwest,Nebraska,Veteran Method,Firearms,26,60.5
2012,Midwest,Ohio,Veteran Method,Firearms,162,62.3
2012,Midwest,Wisconsin,Veteran Method,Firearms,64,62.1
2012,South,All,Veteran Method,Firearms,1911,71.8
2012,South,Alabama,Veteran Method,Firearms,96,75.6
2012,South,Arkansas,Veteran Method,Firearms,59,69.4
2012,South,Florida,Veteran Method,Firearms,356,66.3
2012,South,Georgia,Veteran Method,Firearms,153,80.5
2012,South,Kentucky,Veteran Method,Firearms,83,71.6
2012,South,Louisiana,Veteran Method,Firearms,71,82.6
2012,South,Maryland,Veteran Method,Firearms,63,67.7
2012,South,Mississippi,Veteran Method,Firearms,53,73.6
2012,South,North Carolina,Veteran Method,Firearms,133,70.0
2012,South,Oklahoma,Veteran Method,Firearms,79,71.2
2012,South,South Carolina,Veteran Method,Firearms,83,68.0
2012,South,Tennessee,Veteran Method,Firearms,136,80.0
2012,South,Texas,Veteran Method,Firearms,362,73.7
2012,South,Virginia,Veteran Method,Firearms,121,65.4
2012,South,West Virginia,Veteran Method,Firearms,50,79.4
2012,West,All,Veteran Method,Firearms,1101,66.3
2012,West,Alaska,Veteran Method,Firearms,12,54.5
2012,West,Arizona,Veteran Method,Firearms,168,74.0
2012,West,California,Veteran Method,Firearms,317,58.4
2012,West,Colorado,Veteran Method,Firearms,121,74.2
2012,West,Idaho,Veteran Method,Firearms,35,74.5
2012,West,Montana,Veteran Method,Firearms,40,75.5
2012,West,Nevada,Veteran Method,Firearms,66,69.5
2012,West,New Mexico,Veteran Method,Firearms,46,70.8
2012,West,Oregon,Veteran Method,Firearms,98,70.0
2012,West,Utah,Veteran Method,Firearms,52,75.4
2012,West,Washington,Veteran Method,Firearms,115,63.2
2012,Northeast,All,General Population Method,Firearms,1999,36.6
2012,Northeast,Connecticut,General Population Method,Firearms,108,30.3
2012,Northeast,Maine,General Population Method,Firearms,110,53.9
2012,Northeast,Massachusetts,General Population Method,Firearms,151,25.7
2012,Northeast,New Hampshire,General Population Method,Firearms,94,48.2
2012,Northeast,New Jersey,General Population Method,Firearms,158,23.6
2012,Northeast,New York,General Population Method,Firearms,503,30.3
2012,Northeast,Pennsylvania,General Population Method,Firearms,801,49.9
2012,Northeast,Rhode Island,General Population Method,Firearms,26,25.2
2012,Northeast,Vermont,General Population Method,Firearms,48,56.5
2012,Midwest,All,General Population Method,Firearms,4230,50.5
2012,Midwest,Illinois,General Population Method,Firearms,476,38.0
2012,Midwest,Indiana,General Population Method,Firearms,503,55.2
2012,Midwest,Iowa,General Population Method,Firearms,171,47.0
2012,Midwest,Kansas,General Population Method,Firearms,284,58.9
2012,Midwest,Michigan,General Population Method,Firearms,606,50.4
2012,Midwest,Minnesota,General Population Method,Firearms,298,47.6
2012,Midwest,Missouri,General Population Method,Firearms,537,60.1
2012,Midwest,Nebraska,General Population Method,Firearms,111,50.0
2012,Midwest,North Dakota,General Population Method,Firearms,61,61.0
2012,Midwest,Ohio,General Population Method,Firearms,772,51.8
2012,Midwest,South Dakota,General Population Method,Firearms,74,54.8
2012,Midwest,Wisconsin,General Population Method,Firearms,337,48.4
2012,South,All,General Population Method,Firearms,9086,58.9
2012,South,Alabama,General Population Method,Firearms,490,69.7
2012,South,Arkansas,General Population Method,Firearms,297,63.7
2012,South,Delaware,General Population Method,Firearms,46,39.3
2012,South,District Of Columbia,General Population Method,Firearms,10,28.6
2012,South,Florida,General Population Method,Firearms,1528,51.9
2012,South,Georgia,General Population Method,Firearms,729,64.2
2012,South,Kentucky,General Population Method,Firearms,458,64.7
2012,South,Louisiana,General Population Method,Firearms,364,66.4
2012,South,Maryland,General Population Method,Firearms,267,47.1
2012,South,Mississippi,General Population Method,Firearms,289,71.9
2012,South,North Carolina,General Population Method,Firearms,698,55.8
2012,South,Oklahoma,General Population Method,Firearms,394,61.8
2012,South,South Carolina,General Population Method,Firearms,425,64.7
2012,South,Tennessee,General Population Method,Firearms,622,65.0
2012,South,Texas,General Population Method,Firearms,1699,57.7
2012,South,Virginia,General Population Method,Firearms,576,55.5
2012,South,West Virginia,General Population Method,Firearms,194,61.4
2012,West,All,General Population Method,Firearms,4891,48.2
2012,West,Alaska,General Population Method,Firearms,92,56.8
2012,West,Arizona,General Population Method,Firearms,646,57.5
2012,West,California,General Population Method,Firearms,1530,40.1
2012,West,Colorado,General Population Method,Firearms,525,51.5
2012,West,Hawaii,General Population Method,Firearms,41,22.2
2012,West,Idaho,General Population Method,Firearms,165,59.4
2012,West,Montana,General Population Method,Firearms,149,65.4
2012,West,Nevada,General Population Method,Firearms,272,52.4
2012,West,New Mexico,General Population Method,Firearms,225,52.9
2012,West,Oregon,General Population Method,Firearms,359,51.1
2012,West,Utah,General Population Method,Firearms,271,51.3
2012,West,Washington,General Population Method,Firearms,516,51.5
2012,West,Wyoming,General Population Method,Firearms,100,59.9
2013,Northeast,All,Veteran Method,Firearms,415,53.3
2013,Northeast,Connecticut,Veteran Method,Firearms,14,41.2
2013,Northeast,Maine,Veteran Method,Firearms,31,66.0
2013,Northeast,Massachusetts,Veteran Method,Firearms,18,31.0
2013,Northeast,New Hampshire,Veteran Method,Firearms,16,61.5
2013,Northeast,New Jersey,Veteran Method,Firearms,44,44.4
2013,Northeast,New York,Veteran Method,Firearms,94,48.2
2013,Northeast,Pennsylvania,Veteran Method,Firearms,182,63.2
2013,Midwest,All,Veteran Method,Firearms,950,69.3
2013,Midwest,Illinois,Veteran Method,Firearms,97,56.4
2013,Midwest,Indiana,Veteran Method,Firearms,110,71.9
2013,Midwest,Iowa,Veteran Method,Firearms,46,69.7
2013,Midwest,Kansas,Veteran Method,Firearms,53,74.6
2013,Midwest,Michigan,Veteran Method,Firearms,133,72.3
2013,Midwest,Minnesota,Veteran Method,Firearms,57,60.0
2013,Midwest,Missouri,Veteran Method,Firearms,144,71.6
2013,Midwest,Nebraska,Veteran Method,Firearms,25,69.4
2013,Midwest,Ohio,Veteran Method,Firearms,168,72.7
2013,Midwest,Wisconsin,Veteran Method,Firearms,92,72.4
2013,South,All,Veteran Method,Firearms,1981,73.4
2013,South,Alabama,Veteran Method,Firearms,108,80.6
2013,South,Arkansas,Veteran Method,Firearms,69,70.4
2013,South,Florida,Veteran Method,Firearms,400,73.0
2013,South,Georgia,Veteran Method,Firearms,122,68.5
2013,South,Kentucky,Veteran Method,Firearms,86,72.9
2013,South,Louisiana,Veteran Method,Firearms,66,76.7
2013,South,Maryland,Veteran Method,Firearms,50,61.0
2013,South,North Carolina,Veteran Method,Firearms,150,71.8
2013,South,Oklahoma,Veteran Method,Firearms,87,76.3
2013,South,South Carolina,Veteran Method,Firearms,101,79.5
2013,South,Tennessee,Veteran Method,Firearms,133,76.9
2013,South,Texas,Veteran Method,Firearms,367,74.0
2013,South,Virginia,Veteran Method,Firearms,127,67.2
2013,South,West Virginia,Veteran Method,Firearms,59,84.3
2013,West,All,Veteran Method,Firearms,1070,64.9
2013,West,Arizona,Veteran Method,Firearms,158,67.2
2013,West,California,Veteran Method,Firearms,329,61.5
2013,West,Colorado,Veteran Method,Firearms,91,58.7
2013,West,Idaho,Veteran Method,Firearms,45,80.4
2013,West,Nevada,Veteran Method,Firearms,67,59.3
2013,West,New Mexico,Veteran Method,Firearms,39,60.9
2013,West,Oregon,Veteran Method,Firearms,102,73.4
2013,West,Utah,Veteran Method,Firearms,47,70.1
2013,West,Washington,Veteran Method,Firearms,119,68.0
2013,Northeast,All,General Population Method,Firearms,2050,36.3
2013,Northeast,Connecticut,General Population Method,Firearms,91,28.5
2013,Northeast,Maine,General Population Method,Firearms,134,56.3
2013,Northeast,Massachusetts,General Population Method,Firearms,111,20.1
2013,Northeast,New Hampshire,General Population Method,Firearms,78,43.6
2013,Northeast,New Jersey,General Population Method,Firearms,193,26.0
2013,Northeast,New York,General Population Method,Firearms,457,27.7
2013,Northeast,Pennsylvania,General Population Method,Firearms,894,51.6
2013,Northeast,Rhode Island,General Population Method,Firearms,34,26.0
2013,Northeast,Vermont,General Population Method,Firearms,58,54.7
2013,Midwest,All,General Population Method,Firearms,4420,51.3
2013,Midwest,Illinois,General Population Method,Firearms,481,37.8
2013,Midwest,Indiana,General Population Method,Firearms,513,56.2
2013,Midwest,Iowa,General Population Method,Firearms,211,49.0
2013,Midwest,Kansas,General Population Method,Firearms,234,57.1
2013,Midwest,Michigan,General Population Method,Firearms,647,52.5
2013,Midwest,Minnesota,General Population Method,Firearms,326,50.4
2013,Midwest,Missouri,General Population Method,Firearms,542,58.2
2013,Midwest,Nebraska,General Population Method,Firearms,108,50.7
2013,Midwest,North Dakota,General Population Method,Firearms,74,60.7
2013,Midwest,Ohio,General Population Method,Firearms,791,53.0
2013,Midwest,South Dakota,General Population Method,Firearms,68,51.9
2013,Midwest,Wisconsin,General Population Method,Firearms,425,51.5
2013,South,All,General Population Method,Firearms,9347,60.5
2013,South,Alabama,General Population Method,Firearms,496,70.5
2013,South,Arkansas,General Population Method,Firearms,312,62.7
2013,South,Delaware,General Population Method,Firearms,60,50.8
2013,South,Florida,General Population Method,Firearms,1545,53.7
2013,South,Georgia,General Population Method,Firearms,728,62.1
2013,South,Kentucky,General Population Method,Firearms,444,64.7
2013,South,Louisiana,General Population Method,Firearms,391,69.8
2013,South,Maryland,General Population Method,Firearms,253,45.8
2013,South,Mississippi,General Population Method,Firearms,276,73.2
2013,South,North Carolina,General Population Method,Firearms,755,60.4
2013,South,Oklahoma,General Population Method,Firearms,416,65.2
2013,South,South Carolina,General Population Method,Firearms,458,67.7
2013,South,Tennessee,General Population Method,Firearms,664,65.9
2013,South,Texas,General Population Method,Firearms,1728,58.7
2013,South,Virginia,General Population Method,Firearms,594,57.0
2013,South,West Virginia,General Population Method,Firearms,221,70.8
2013,West,All,General Population Method,Firearms,4864,47.8
2013,West,Alaska,General Population Method,Firearms,116,70.7
2013,West,Arizona,General Population Method,Firearms,647,56.9
2013,West,California,General Population Method,Firearms,1543,39.3
2013,West,Colorado,General Population Method,Firearms,475,49.1
2013,West,Hawaii,General Population Method,Firearms,28,16.7
2013,West,Idaho,General Population Method,Firearms,195,65.9
2013,West,Montana,General Population Method,Firearms,139,59.9
2013,West,Nevada,General Population Method,Firearms,285,54.0
2013,West,New Mexico,General Population Method,Firearms,216,52.3
2013,West,Oregon,General Population Method,Firearms,374,55.9
2013,West,Utah,General Population Method,Firearms,280,51.2
2013,West,Washington,General Population Method,Firearms,478,47.9
2013,West,Wyoming,General Population Method,Firearms,88,70.4
2014,Northeast,All,Veteran Method,Firearms,443,55.7
2014,Northeast,Connecticut,Veteran Method,Firearms,21,47.7
2014,Northeast,Maine,Veteran Method,Firearms,31,63.3
2014,Northeast,Massachusetts,Veteran Method,Firearms,25,39.7
2014,Northeast,New Hampshire,Veteran Method,Firearms,18,52.9
2014,Northeast,New Jersey,Veteran Method,Firearms,36,43.4
2014,Northeast,New York,Veteran Method,Firearms,115,56.9
2014,Northeast,Pennsylvania,Veteran Method,Firearms,181,63.3
2014,Midwest,All,Veteran Method,Firearms,921,66.4
2014,Midwest,Illinois,Veteran Method,Firearms,105,57.4
2014,Midwest,Indiana,Veteran Method,Firearms,91,75.2
2014,Midwest,Iowa,Veteran Method,Firearms,52,72.2
2014,Midwest,Kansas,Veteran Method,Firearms,49,70.0
2014,Midwest,Michigan,Veteran Method,Firearms,130,64.0
2014,Midwest,Minnesota,Veteran Method,Firearms,59,61.5
2014,Midwest,Missouri,Veteran Method,Firearms,134,72.0
2014,Midwest,Nebraska,Veteran Method,Firearms,38,73.1
2014,Midwest,Ohio,Veteran Method,Firearms,157,66.2
2014,Midwest,Wisconsin,Veteran Method,Firearms,81,64.3
2014,South,All,Veteran Method,Firearms,1918,72.1
2014,South,Alabama,Veteran Method,Firearms,93,80.2
2014,South,Arkansas,Veteran Method,Firearms,68,73.9
2014,South,Florida,Veteran Method,Firearms,363,66.4
2014,South,Georgia,Veteran Method,Firearms,138,80.2
2014,South,Kentucky,Veteran Method,Firearms,94,71.8
2014,South,Louisiana,Veteran Method,Firearms,83,79.8
2014,South,Maryland,Veteran Method,Firearms,57,70.4
2014,South,Mississippi,Veteran Method,Firearms,44,71.0
2014,South,North Carolina,Veteran Method,Firearms,153,73.6
2014,South,Oklahoma,Veteran Method,Firearms,84,64.6
2014,South,South Carolina,Veteran Method,Firearms,93,78.8
2014,South,Tennessee,Veteran Method,Firearms,115,76.7
2014,South,Texas,Veteran Method,Firearms,346,71.9
2014,South,Virginia,Veteran Method,Firearms,126,71.2
2014,South,West Virginia,Veteran Method,Firearms,44,68.8
2014,West,All,Veteran Method,Firearms,1162,64.7
2014,West,Arizona,Veteran Method,Firearms,180,72.9
2014,West,California,Veteran Method,Firearms,371,59.9
2014,West,Colorado,Veteran Method,Firearms,112,65.9
2014,West,Idaho,Veteran Method,Firearms,38,77.6
2014,West,Montana,Veteran Method,Firearms,34,68.0
2014,West,Nevada,Veteran Method,Firearms,66,61.7
2014,West,New Mexico,Veteran Method,Firearms,59,68.6
2014,West,Oregon,Veteran Method,Firearms,97,73.5
2014,West,Utah,Veteran Method,Firearms,46,63.0
2014,West,Washington,Veteran Method,Firearms,107,57.8
2014,Northeast,All,General Population Method,Firearms,2089,35.9
2014,Northeast,Connecticut,General Population Method,Firearms,124,33.2
2014,Northeast,Maine,General Population Method,Firearms,114,53.8
2014,Northeast,Massachusetts,General Population Method,Firearms,128,22.3
2014,Northeast,New Hampshire,General Population Method,Firearms,110,45.5
2014,Northeast,New Jersey,General Population Method,Firearms,191,25.0
2014,Northeast,New York,General Population Method,Firearms,466,28.3
2014,Northeast,Pennsylvania,General Population Method,Firearms,880,49.5
2014,Northeast,Rhode Island,General Population Method,Firearms,20,18.7
2014,Northeast,Vermont,General Population Method,Firearms,56,48.3
2014,Midwest,All,General Population Method,Firearms,4309,49.5
2014,Midwest,Illinois,General Population Method,Firearms,512,37.7
2014,Midwest,Indiana,General Population Method,Firearms,515,56.1
2014,Midwest,Iowa,General Population Method,Firearms,186,47.3
2014,Midwest,Kansas,General Population Method,Firearms,233,52.8
2014,Midwest,Michigan,General Population Method,Firearms,647,49.8
2014,Midwest,Minnesota,General Population Method,Firearms,290,45.1
2014,Midwest,Missouri,General Population Method,Firearms,571,58.3
2014,Midwest,Nebraska,General Population Method,Firearms,129,54.4
2014,Midwest,North Dakota,General Population Method,Firearms,83,63.4
2014,Midwest,Ohio,General Population Method,Firearms,727,50.8
2014,Midwest,South Dakota,General Population Method,Firearms,75,55.6
2014,Midwest,Wisconsin,General Population Method,Firearms,341,46.3
2014,South,All,General Population Method,Firearms,9429,58.2
2014,South,Alabama,General Population Method,Firearms,473,67.6
2014,South,Arkansas,General Population Method,Firearms,311,62.7
2014,South,Delaware,General Population Method,Firearms,59,47.2
2014,South,District Of Columbia,General Population Method,Firearms,14,26.9
2014,South,Florida,General Population Method,Firearms,1509,50.7
2014,South,Georgia,General Population Method,Firearms,829,65.5
2014,South,Kentucky,General Population Method,Firearms,462,64.6
2014,South,Louisiana,General Population Method,Firearms,434,66.3
2014,South,Maryland,General Population Method,Firearms,269,45.6
2014,South,Mississippi,General Population Method,Firearms,246,66.0
2014,South,North Carolina,General Population Method,Firearms,738,56.5
2014,South,Oklahoma,General Population Method,Firearms,422,59.7
2014,South,South Carolina,General Population Method,Firearms,462,63.5
2014,South,Tennessee,General Population Method,Firearms,634,65.4
2014,South,Texas,General Population Method,Firearms,1746,55.8
2014,South,Virginia,General Population Method,Firearms,612,56.5
2014,South,West Virginia,General Population Method,Firearms,209,60.4
2014,West,All,General Population Method,Firearms,5026,46.8
2014,West,Alaska,General Population Method,Firearms,112,70.0
2014,West,Arizona,General Population Method,Firearms,669,55.4
2014,West,California,General Population Method,Firearms,1561,37.8
2014,West,Colorado,General Population Method,Firearms,521,50.0
2014,West,Hawaii,General Population Method,Firearms,32,16.2
2014,West,Idaho,General Population Method,Firearms,172,57.0
2014,West,Montana,General Population Method,Firearms,143,59.6
2014,West,Nevada,General Population Method,Firearms,302,53.8
2014,West,New Mexico,General Population Method,Firearms,238,54.8
2014,West,Oregon,General Population Method,Firearms,409,54.0
2014,West,Utah,General Population Method,Firearms,264,50.4
2014,West,Washington,General Population Method,Firearms,531,48.9
2014,West,Wyoming,General Population Method,Firearms,72,64.3
2015,Northeast,All,Veteran Method,Firearms,443,59.8
2015,Northeast,Connecticut,Veteran Method,Firearms,19,42.2
2015,Northeast,Maine,Veteran Method,Firearms,40,75.5
2015,Northeast,Massachusetts,Veteran Method,Firearms,31,44.9
2015,Northeast,New Jersey,Veteran Method,Firearms,33,43.4
2015,Northeast,New York,Veteran Method,Firearms,78,46.4
2015,Northeast,Pennsylvania,Veteran Method,Firearms,192,73.3
2015,Midwest,All,Veteran Method,Firearms,848,64.5
2015,Midwest,Illinois,Veteran Method,Firearms,94,57.3
2015,Midwest,Indiana,Veteran Method,Firearms,74,65.5
2015,Midwest,Iowa,Veteran Method,Firearms,39,57.4
2015,Midwest,Kansas,Veteran Method,Firearms,48,65.8
2015,Midwest,Michigan,Veteran Method,Firearms,114,59.1
2015,Midwest,Minnesota,Veteran Method,Firearms,43,53.1
2015,Midwest,Missouri,Veteran Method,Firearms,137,72.9
2015,Midwest,Ohio,Veteran Method,Firearms,168,70.0
2015,Midwest,South Dakota,Veteran Method,Firearms,17,63.0
2015,Midwest,Wisconsin,Veteran Method,Firearms,79,65.3
2015,South,All,Veteran Method,Firearms,2072,72.5
2015,South,Alabama,Veteran Method,Firearms,111,81.6
2015,South,Arkansas,Veteran Method,Firearms,64,63.4
2015,South,Florida,Veteran Method,Firearms,398,66.7
2015,South,Georgia,Veteran Method,Firearms,150,75.4
2015,South,Kentucky,Veteran Method,Firearms,98,74.2
2015,South,Louisiana,Veteran Method,Firearms,79,79.0
2015,South,Maryland,Veteran Method,Firearms,50,59.5
2015,South,Mississippi,Veteran Method,Firearms,55,83.3
2015,South,North Carolina,Veteran Method,Firearms,148,65.5
2015,South,Oklahoma,Veteran Method,Firearms,105,77.8
2015,South,South Carolina,Veteran Method,Firearms,90,71.4
2015,South,Tennessee,Veteran Method,Firearms,122,77.7
2015,South,Texas,Veteran Method,Firearms,407,76.4
2015,South,Virginia,Veteran Method,Firearms,137,74.1
2015,South,West Virginia,Veteran Method,Firearms,48,78.7
2015,West,All,Veteran Method,Firearms,1072,63.1
2015,West,Arizona,Veteran Method,Firearms,166,73.5
2015,West,California,Veteran Method,Firearms,312,56.4
2015,West,Colorado,Veteran Method,Firearms,103,60.2
2015,West,Idaho,Veteran Method,Firearms,49,80.3
2015,West,Montana,Veteran Method,Firearms,33,68.8
2015,West,Nevada,Veteran Method,Firearms,72,70.6
2015,West,New Mexico,Veteran Method,Firearms,55,71.4
2015,West,Oregon,Veteran Method,Firearms,89,65.9
2015,West,Utah,Veteran Method,Firearms,39,61.9
2015,West,Washington,Veteran Method,Firearms,106,57.9
2015,Northeast,All,General Population Method,Firearms,2059,34.8
2015,Northeast,Connecticut,General Population Method,Firearms,100,26.9
2015,Northeast,Maine,General Population Method,Firearms,127,55.7
2015,Northeast,Massachusetts,General Population Method,Firearms,116,18.5
2015,Northeast,New Hampshire,General Population Method,Firearms,106,47.1
